Record ID,ATD Device ID,Read Date,Intersection Name,Direction,Movement,Heavy Vehicle,Volume,Speed Average (Miles Per Hour),Speed StdDev,Seconds in Zone Average,Seconds in Zone StdDev,Month,Day,Year,Hour,Minute,Day of Week,Bin Duration (Seconds)
8fb6a7d9984ac0bf04f6ee6ef868cfbd,6353,01/19/2020 04:00:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,THRU,false,13,11.769,4.658,0.577,1.215,1,19,2020,16,0,0,900
b633f6cd1c26c637c56522cdd24ac6e4,6353,01/19/2020 04:00:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,LEFT TURN,false,5,7.4,3.912,4.5,5.539,1,19,2020,16,0,0,900
db19a12c06b74323a96cdeed0b48538b,6353,01/19/2020 04:00:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,RIGHT TURN,false,31,4.839,2.41,3.229,3.671,1,19,2020,16,0,0,900
bf4eaca5bfd4d049f35bb44216308107,6353,01/19/2020 04:00:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,THRU,false,44,10.75,13.672,7.573,13.737,1,19,2020,16,0,0,900
7d071de8986ae2e002c6a968a43b436b,6353,01/19/2020 04:00:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,THRU,true,2,6,8.485,1.8,0.707,1,19,2020,16,0,0,900
30b25bac84c56864e44b4d7e769488ff,6353,01/19/2020 04:00:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,LEFT TURN,false,6,5.333,1.366,3.067,3.442,1,19,2020,16,0,0,900
987ffa5be9f73698d979daac7af826ef,6353,01/19/2020 04:00:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,RIGHT TURN,false,3,4,2,5.633,6.783,1,19,2020,16,0,0,900
eea00173289172665b94177244c65d77,6353,01/19/2020 04:00:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,THRU,false,35,7.514,3.484,4.757,8.513,1,19,2020,16,0,0,900
64aef63b6cac7b3da3751ffd1224f21d,6353,01/19/2020 04:00:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,LEFT TURN,false,13,3.385,1.85,12.723,24.598,1,19,2020,16,0,0,900
8168351599c52d8335c992a1357f31e1,6353,01/19/2020 04:00:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,RIGHT TURN,false,4,6.25,4.787,9.85,11.384,1,19,2020,16,0,0,900
e7249e66c6a81dccc5a6b171867f591c,6353,01/19/2020 04:00:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,THRU,false,22,7.364,3.836,9.232,22.558,1,19,2020,16,0,0,900
80b786cca26cbf90a14c541244a50b71,6353,01/19/2020 04:15:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,RIGHT TURN,false,1,3,0,22.6,0,1,19,2020,16,15,0,900
7811d03933ee56c78ef22d99c2270a47,6353,01/19/2020 04:15:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,THRU,false,17,13.118,4.54,5.818,16.332,1,19,2020,16,15,0,900
02afc360ccc5e06c8e44230c7a7de06b,6353,01/19/2020 04:15:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,LEFT TURN,false,4,6.25,5.188,2.5,1.092,1,19,2020,16,15,0,900
31889f9547be13ae70e2c97363a6aeea,6353,01/19/2020 04:15:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,RIGHT TURN,false,28,3.893,2.529,4.893,8.386,1,19,2020,16,15,0,900
f1d2ed54b3788aa6fc002feeeef33b47,6353,01/19/2020 04:15:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,RIGHT TURN,true,1,1,0,2.3,0,1,19,2020,16,15,0,900
d29925dc7f928943a85aa20da4d772d8,6353,01/19/2020 04:15:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,THRU,false,63,9.381,6.859,3.159,7.062,1,19,2020,16,15,0,900
a49b08adabd4b8a6b1e8a18a4ce844e2,6353,01/19/2020 04:15:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,U-TURN,false,1,17,0,0.1,0,1,19,2020,16,15,0,900
7adc0d22400488706fb35ce524034ed2,6353,01/19/2020 04:15:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,LEFT TURN,false,6,5.833,2.137,1.283,1.786,1,19,2020,16,15,0,900
5bfc295186fb7c5a743b20e2956b8764,6353,01/19/2020 04:15:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,RIGHT TURN,false,4,4.25,2.217,1.95,3.7,1,19,2020,16,15,0,900
7880956b67a4d4af48691d856f7bdc96,6353,01/19/2020 04:15:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,THRU,false,34,7.265,3.241,4.644,9.079,1,19,2020,16,15,0,900
39850dfe4ede8c1f76513f9a375d2921,6353,01/19/2020 04:15:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,LEFT TURN,false,3,3.667,2.517,1.7,1.114,1,19,2020,16,15,0,900
322d01b5be85eace819b28406341b81b,6353,01/19/2020 04:15:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,RIGHT TURN,false,16,3.812,1.328,4.656,15.25,1,19,2020,16,15,0,900
2cc39fb45e9b2170169eefcbcd33adb7,6353,01/19/2020 04:15:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,THRU,false,23,6.261,4.202,13.07,23.087,1,19,2020,16,15,0,900
1a1266e858569443258b578b594ee539,6353,01/19/2020 04:30:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,RIGHT TURN,false,6,5.833,2.317,2.417,2.616,1,19,2020,16,30,0,900
dce8ff7b01378766816e757183c49a10,6353,01/19/2020 04:30:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,THRU,false,20,13,7.233,5.965,14.748,1,19,2020,16,30,0,900
23fb74b150454f8d90d61919847531ee,6353,01/19/2020 04:30:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,LEFT TURN,false,8,3.25,3.059,9.738,9.49,1,19,2020,16,30,0,900
d22476db015cdd09057927f2c93fe2df,6353,01/19/2020 04:30:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,RIGHT TURN,false,29,5.379,4.161,2.766,3.314,1,19,2020,16,30,0,900
7b1406358989323a5c9c9027c54a8054,6353,01/19/2020 04:30:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,THRU,false,60,7.017,6.408,3.83,8.755,1,19,2020,16,30,0,900
68f01421eb3b7f851216fe43e0759ad5,6353,01/19/2020 04:30:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,LEFT TURN,false,7,4.429,2.82,9.657,11.786,1,19,2020,16,30,0,900
120100178f17c818fa70a0b0a8f52391,6353,01/19/2020 04:30:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,RIGHT TURN,false,10,4.3,1.337,5.84,8.602,1,19,2020,16,30,0,900
1bd3c0cd355e8f878fea12071d208e81,6353,01/19/2020 04:30:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,THRU,false,24,7.25,4.078,5.779,10.491,1,19,2020,16,30,0,900
25059e8f7ed7ac41c101c86c2126a9a9,6353,01/19/2020 04:30:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,LEFT TURN,false,2,4,0,0.05,0.071,1,19,2020,16,30,0,900
72c0c2124db2c6b2b648a71200402be5,6353,01/19/2020 04:30:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,RIGHT TURN,false,11,4.545,1.809,2.055,3.435,1,19,2020,16,30,0,900
c2272e5cef05423b03a8f09c6dd9f505,6353,01/19/2020 04:30:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,THRU,false,23,11.609,20.095,9.078,19.428,1,19,2020,16,30,0,900
ca3d7ce24082476ebc56fb74008f6655,6353,01/19/2020 04:30:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,THRU,true,1,4,0,0,0,1,19,2020,16,30,0,900
e24549828829a4742f7f99cd3d447475,6353,01/19/2020 04:45:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,RIGHT TURN,false,5,4.4,3.05,5.64,3.707,1,19,2020,16,45,0,900
9b4516d8ea3bc6df19a101e90ecd2b13,6353,01/19/2020 04:45:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,THRU,false,27,11.778,4.344,9.256,19.505,1,19,2020,16,45,0,900
80c7b9ba4178e692ca4315c2911f3799,6353,01/19/2020 04:45:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,LEFT TURN,false,10,6,3.018,6.81,9.906,1,19,2020,16,45,0,900
5b9c3c20211149c1db95e0b313148550,6353,01/19/2020 04:45:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,RIGHT TURN,false,31,5.323,3.961,4.384,7.895,1,19,2020,16,45,0,900
aefcb7c7bf89b33c1d10b98d5d30b008,6353,01/19/2020 04:45:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,THRU,false,80,7.838,6.902,3.044,7.804,1,19,2020,16,45,0,900
9349f1b561d34e43f72ddd58c1ab3254,6353,01/19/2020 04:45:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,LEFT TURN,false,10,5.6,1.838,1.86,1.823,1,19,2020,16,45,0,900
34e9ef8c4503480cfd9aecbd40c7110d,6353,01/19/2020 04:45:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,RIGHT TURN,false,3,1.667,2.887,3.467,5.831,1,19,2020,16,45,0,900
3f504fcddc931368fcb5f528d08f3152,6353,01/19/2020 04:45:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,THRU,false,38,7.763,4.647,6.813,13.58,1,19,2020,16,45,0,900
80ada83cd5dbb7eef13e6387d87da066,6353,01/19/2020 04:45:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,LEFT TURN,false,11,4.364,2.73,13.282,24.376,1,19,2020,16,45,0,900
6bd2351fefa7a29de4d3e204a2dc5e3d,6353,01/19/2020 04:45:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,RIGHT TURN,false,4,5.25,0.957,0.05,0.058,1,19,2020,16,45,0,900
906de2cb9bd56e46e56ea09641685eb9,6353,01/19/2020 04:45:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,THRU,false,22,6.773,3.422,6.082,15.289,1,19,2020,16,45,0,900
e9194b5b04bec0b5704526d3cccbe04e,6353,01/19/2020 04:45:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,THRU,true,2,6,2.828,0.25,0.354,1,19,2020,16,45,0,900
91f5227f10d7160fb307fcf8ecfacd0b,6353,01/19/2020 05:00:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,LEFT TURN,false,1,10,0,1.1,0,1,19,2020,17,0,0,900
09f3ed3350a29a8e0086144fa101bc91,6353,01/19/2020 05:00:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,RIGHT TURN,false,8,4.625,2.326,8.638,5.127,1,19,2020,17,0,0,900
57065bfd4c33d0481dc11b97fa8c84f8,6353,01/19/2020 05:00:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,THRU,false,13,9.308,3.326,8.423,19.897,1,19,2020,17,0,0,900
b8874fa914dbbe8062a8db0563d49bd2,6353,01/19/2020 05:00:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,LEFT TURN,false,6,4.833,4.355,3.417,1.658,1,19,2020,17,0,0,900
665643163c708ec482d8d1d01e704d20,6353,01/19/2020 05:00:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,RIGHT TURN,false,44,4.568,2.688,4.88,6.156,1,19,2020,17,0,0,900
a148d02fba3eed390bc48c4d69df7bc1,6353,01/19/2020 05:00:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,THRU,false,91,6.429,9.118,4.766,8.329,1,19,2020,17,0,0,900
32cf28f5fdacaf4b84ccb4b3d94e390c,6353,01/19/2020 05:00:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,THRU,true,3,4.667,8.083,2.5,1.992,1,19,2020,17,0,0,900
c9a4eb7953d0bcac4d43dad38c000bdd,6353,01/19/2020 05:00:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,LEFT TURN,false,10,5.3,2.214,2.15,2.134,1,19,2020,17,0,0,900
bf33acde1f09cffa6fee8b1d0336dff8,6353,01/19/2020 05:00:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,RIGHT TURN,false,3,5,1,2.467,2.219,1,19,2020,17,0,0,900
2453840f96dad23df4f3f569dadcd085,6353,01/19/2020 05:00:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,THRU,false,24,7.917,7.824,5.804,9.972,1,19,2020,17,0,0,900
0cb7c715751125fd30d96399e645c5db,6353,01/19/2020 05:00:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,LEFT TURN,false,8,3.375,2.446,13.562,19.247,1,19,2020,17,0,0,900
14d93aefd96280e0f291c73a4086e447,6353,01/19/2020 05:00:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,RIGHT TURN,false,4,4,1.826,0.275,0.236,1,19,2020,17,0,0,900
4924e0eb1f1422a5f3dff14bd1d93a93,6353,01/19/2020 05:00:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,THRU,false,14,6.714,3.911,8.793,18.09,1,19,2020,17,0,0,900
81242f80bd1ed6e8ccd30c37a5099f96,6353,01/19/2020 05:00:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,THRU,true,1,11,0,0.1,0,1,19,2020,17,0,0,900
05f0de166b041659770c4a0354a5d69a,6353,01/19/2020 05:15:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,RIGHT TURN,false,4,4.5,2.38,6.275,4.945,1,19,2020,17,15,0,900
ff8313bbed3013b2842693f3401973b8,6353,01/19/2020 05:15:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,THRU,false,14,11,4.883,7.043,13.269,1,19,2020,17,15,0,900
cb0043e1c02c2d3a353bd8153206d03c,6353,01/19/2020 05:15:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,LEFT TURN,false,4,4.75,3.202,22.125,24.441,1,19,2020,17,15,0,900
6a6104af967d630dd879b74f9dde02ca,6353,01/19/2020 05:15:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,RIGHT TURN,false,22,5.864,6.259,3.505,3.871,1,19,2020,17,15,0,900
af96cf9ddaf94ccc6e2968d3073588ca,6353,01/19/2020 05:15:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,THRU,false,77,7.325,9.056,3.549,6.786,1,19,2020,17,15,0,900
78c735a5fe4c2bb1777b39166642e217,6353,01/19/2020 05:15:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,THRU,true,3,6.333,10.97,2.4,2.066,1,19,2020,17,15,0,900
920c2f7a3b35ab850563bd9a694bf7fb,6353,01/19/2020 05:15:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,LEFT TURN,false,6,3.833,3.43,4.95,4.032,1,19,2020,17,15,0,900
bb17b4ea76ed0ead939103c5884aea02,6353,01/19/2020 05:15:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,RIGHT TURN,false,1,7,0,5.9,0,1,19,2020,17,15,0,900
13574c772ccb301d427eaa3fdc7fae21,6353,01/19/2020 05:15:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,THRU,false,15,9.667,4.337,2.72,2.139,1,19,2020,17,15,0,900
fb359053ab0d7fdfb69d3c7d4fbd9329,6353,01/19/2020 05:15:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,LEFT TURN,false,4,4,3.162,22.575,38.693,1,19,2020,17,15,0,900
afc4a00000b411f094941c52b946338b,6353,01/19/2020 05:15:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,RIGHT TURN,false,3,5.667,1.155,0.433,0.379,1,19,2020,17,15,0,900
d4cf85ce5be4d2c9d1d20210aa67c5d4,6353,01/19/2020 05:15:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,THRU,false,30,19.667,32.58,2.37,8.857,1,19,2020,17,15,0,900
682a4bf3c97a5178cf84eb17b43840ee,6353,01/19/2020 05:15:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,THRU,true,2,5.5,0.707,0.1,0,1,19,2020,17,15,0,900
ed736a0a5fc7d9883bd17812bad3e729,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,LEFT TURN,false,5,9.6,5.079,2.08,3.571,1,19,2020,17,30,0,900
60ea76b70afebe8a4fc128321dbb5ae8,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,RIGHT TURN,false,1,5,0,0.1,0,1,19,2020,17,30,0,900
8239489d6c3806b021c99e8ca2494930,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,RIGHT TURN,true,1,4,0,8.7,0,1,19,2020,17,30,0,900
191e12804fa85b7c66e2aee4396eecb6,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,THRU,false,18,9.889,4.086,14.9,18.562,1,19,2020,17,30,0,900
8f6866d8741b10955422b6bcc65b383e,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,LEFT TURN,false,2,4,2.828,1.4,1.838,1,19,2020,17,30,0,900
d97eb18f502cc2e9fadcd8f99ff6e147,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,LEFT TURN,true,2,2.5,3.536,10,9.334,1,19,2020,17,30,0,900
6c01aa8b3500be19dfa2188f7c2ba0c2,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,RIGHT TURN,false,4,0.5,1,4.225,1.873,1,19,2020,17,30,0,900
6b2a383a67225199fb7ef7b15c70dbc6,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,THRU,false,69,5.449,5.092,2.457,1.292,1,19,2020,17,30,0,900
5c02713251cc2cdd39a5da62a60b5e0b,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,THRU,true,7,4.714,7.521,2.529,1.434,1,19,2020,17,30,0,900
2e1ab40a19cfb082f4beae66cc7b8343,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,U-TURN,true,2,17,1.414,0.4,0.424,1,19,2020,17,30,0,900
d882b9e7836909cc30920380f34160f7,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,RIGHT TURN,false,1,4,0,5.3,0,1,19,2020,17,30,0,900
0a2ccabae784d63c190af525c5eaa8d5,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,THRU,false,17,9.176,3.828,12.235,14.217,1,19,2020,17,30,0,900
e844c2c93b336baf3334456efcc9bb17,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,THRU,true,2,14,0,3.8,0.849,1,19,2020,17,30,0,900
b7b5e1e7174aa1f293ca26ba49ffc460,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,LEFT TURN,false,2,3,2.828,39.4,55.579,1,19,2020,17,30,0,900
d263bbe1c659e0e890943af2517e4351,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,LEFT TURN,true,1,6,0,0.6,0,1,19,2020,17,30,0,900
29237484e080b8392caa438efef8923c,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,RIGHT TURN,false,8,5.125,1.356,2.025,4.123,1,19,2020,17,30,0,900
6736a8f363877a493971991636022308,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,THRU,false,6,8.333,4.926,24,35.172,1,19,2020,17,30,0,900
60fddd947bb7f336370ac06051993a82,6353,01/19/2020 05:30:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,THRU,true,1,9,0,0.4,0,1,19,2020,17,30,0,900
8377614a92fa8c318c20e5270ee55f10,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,LEFT TURN,false,4,6.5,1.291,15.05,22.801,1,19,2020,17,45,0,900
a5aa4f644de37fe62099469b2f7c99ee,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,RIGHT TURN,true,1,4,0,22.1,0,1,19,2020,17,45,0,900
67f570f9b203127446e2351ce04b50e8,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,THRU,false,22,11.273,6.62,12.186,17.024,1,19,2020,17,45,0,900
de71a3da19abfcf9c7e69e9b82bead24,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,THRU,true,2,15,2.828,0.1,0,1,19,2020,17,45,0,900
97aa943ea1f95ef0abb6d02730fbfc73,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,LEFT TURN,false,3,4.333,5.132,10.933,9.36,1,19,2020,17,45,0,900
0bbdbe97466ca11a24a0dda22f27e93d,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,LEFT TURN,true,3,5,4.359,3.333,1.185,1,19,2020,17,45,0,900
f38ea4de2b92a8148c0efd9a9bc82646,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,RIGHT TURN,false,6,0.833,1.329,3.317,1.998,1,19,2020,17,45,0,900
834f1e80fe36a9d14255a2781ff7e1ff,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,RIGHT TURN,true,2,0,0,3.35,0.354,1,19,2020,17,45,0,900
ba2053fea650c2d853cc5b9652dee307,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,THRU,false,42,5.095,4.579,2.388,1.953,1,19,2020,17,45,0,900
c6d4af00cee22ec0b99d0e0a03f2bc4e,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,THRU,true,6,4,5.404,3,1.049,1,19,2020,17,45,0,900
2f0f1a279cbb861a53c8621d682bacd8,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,U-TURN,false,2,12.5,4.95,0.15,0.071,1,19,2020,17,45,0,900
14ea587e5ef44f3788c1553ce078070b,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,LEFT TURN,false,4,5.5,2.517,3.35,6.367,1,19,2020,17,45,0,900
61f1e83f106342fe18b29ce59072b17c,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,RIGHT TURN,false,3,3.667,3.055,1.1,1.819,1,19,2020,17,45,0,900
5862bfc8035fa028599df9f2ac9f3dbc,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,RIGHT TURN,true,1,0,0,0.8,0,1,19,2020,17,45,0,900
351aa5ebc68686fbd44c30fce1acd430,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,THRU,false,18,9.056,4.621,11.422,15.386,1,19,2020,17,45,0,900
dc3dfff3442dd24cf1f35675120705a3,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,THRU,true,2,12,2.828,2.85,2.758,1,19,2020,17,45,0,900
a3c3e3b96e25e5056f39efd6a311002b,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,LEFT TURN,false,1,5,0,3.5,0,1,19,2020,17,45,0,900
0a1d98d3e95fbc7da04dceefb276faf7,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,LEFT TURN,true,1,4,0,2,0,1,19,2020,17,45,0,900
cd5190d71d817ced9f525c54ea2629c7,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,RIGHT TURN,false,4,4,1.826,0.75,1.234,1,19,2020,17,45,0,900
30d7f4e68b99de08b1d1e69d89ff3d2a,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,THRU,false,10,7.2,3.853,0.69,0.628,1,19,2020,17,45,0,900
402f150d8937a139373acd13cd3c1e77,6353,01/19/2020 05:45:00 PM,ENFIELD RD / EXPOSITION BLVD,WESTBOUND,THRU,true,1,7,0,0.2,0,1,19,2020,17,45,0,900
f5c515e838543723913a3e81e4252cd6,6353,01/19/2020 06:00:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,LEFT TURN,false,2,5.5,0.707,15.25,14.071,1,19,2020,18,0,0,900
2ff11b950d42781267a5ddcddb0c2fa4,6353,01/19/2020 06:00:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,RIGHT TURN,false,2,4,0,5.8,2.97,1,19,2020,18,0,0,900
439cc32314568a734c9f6f8ba8430572,6353,01/19/2020 06:00:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,THRU,false,18,12.778,6.682,9.983,13.54,1,19,2020,18,0,0,900
f01294fbad9db7d812bef540c21b4326,6353,01/19/2020 06:00:00 PM,ENFIELD RD / EXPOSITION BLVD,EASTBOUND,THRU,true,5,9.8,3.768,0.76,1.048,1,19,2020,18,0,0,900
255e31423ff6e010184034b6a21abad0,6353,01/19/2020 06:00:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,LEFT TURN,false,10,5.6,4.326,3.97,7.797,1,19,2020,18,0,0,900
71dd6ca4683047e1e2426847902de469,6353,01/19/2020 06:00:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,RIGHT TURN,false,1,1,0,3.6,0,1,19,2020,18,0,0,900
1b896673a2ff889be0ea159f1ab9116d,6353,01/19/2020 06:00:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,RIGHT TURN,true,4,3,2.944,7.3,10.06,1,19,2020,18,0,0,900
ae143dff0fa67302db797ae82b88a739,6353,01/19/2020 06:00:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,THRU,false,51,4.745,4.857,2.461,1.228,1,19,2020,18,0,0,900
d9e199461412207ac41c99c968755a19,6353,01/19/2020 06:00:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,THRU,true,11,3.909,4.908,2.4,0.801,1,19,2020,18,0,0,900
05144b9ffdf53a9fcf54a6c0cce8ebe9,6353,01/19/2020 06:00:00 PM,ENFIELD RD / EXPOSITION BLVD,NORTHBOUND,U-TURN,false,1,12,0,0.1,0,1,19,2020,18,0,0,900
ab1da76e30cf3c576a01233967d664b9,6353,01/19/2020 06:00:00 PM,ENFIELD RD / EXPOSITION BLVD,SOUTHBOUND,LEFT TURN,false,3,4.667,1.155,17.833,13.666,1,19,2020,18,0,0,900
